url,title,repo_path
/docs/clinical-conditions/03f-fistulas,Fistulas,docs/03-clinical-conditions/03f-fistulas/index.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/colovesical-small-bowel,Colovesical &amp; Small Bowel Fistulas,docs/03-clinical-conditions/03f-fistulas/all-patients/colovesical-small-bowel.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/nephropleural,Nephropleural Fistula,docs/03-clinical-conditions/03f-fistulas/all-patients/nephropleural.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/post-kidney-transplant,Urinary Fistula After Kidney Transplant,docs/03-clinical-conditions/03f-fistulas/all-patients/post-kidney-transplant.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/pyeloenteric,Pyeloenteric Fistula,docs/03-clinical-conditions/03f-fistulas/all-patients/pyeloenteric.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/ureterocolonic,Ureterocolonic Fistula,docs/03-clinical-conditions/03f-fistulas/all-patients/ureterocolonic.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/vascular-urinary,Vascular-Urinary Fistula,docs/03-clinical-conditions/03f-fistulas/all-patients/vascular-urinary.mdx
/docs/clinical-conditions/03f-fistulas/all-patients/vesicocutaneous,Vesicocutaneous Fistula,docs/03-clinical-conditions/03f-fistulas/all-patients/vesicocutaneous.mdx
/docs/clinical-conditions/03f-fistulas/in-females/obstetric,Obstetric Fistula,docs/03-clinical-conditions/03f-fistulas/in-females/obstetric.mdx
/docs/clinical-conditions/03f-fistulas/in-females/rectovaginal,Rectovaginal Fistula,docs/03-clinical-conditions/03f-fistulas/in-females/rectovaginal.mdx
/docs/clinical-conditions/03f-fistulas/in-females/ureterovaginal,Ureterovaginal Fistula,docs/03-clinical-conditions/03f-fistulas/in-females/ureterovaginal.mdx
/docs/clinical-conditions/03f-fistulas/in-females/vesicouterine,Vesicouterine Fistula,docs/03-clinical-conditions/03f-fistulas/in-females/vesicouterine.mdx
/docs/clinical-conditions/03f-fistulas/in-females/vesicovaginal,Vesicovaginal Fistula,docs/03-clinical-conditions/03f-fistulas/in-females/vesicovaginal.mdx
/docs/clinical-conditions/03f-fistulas/in-males/rectourethral,Rectourethral Fistula,docs/03-clinical-conditions/03f-fistulas/in-males/rectourethral.mdx
/docs/clinical-conditions/03f-fistulas/in-males/rectovesical,Rectovesical Fistula,docs/03-clinical-conditions/03f-fistulas/in-males/rectovesical.mdx
/docs/clinical-conditions/03f-fistulas/in-males/urethrocutaneous,Urethrocutaneous Fistula,docs/03-clinical-conditions/03f-fistulas/in-males/urethrocutaneous.mdx
/docs/clinical-conditions/03f-fistulas/in-males/urethroperineal,Urethroperineal Fistula,docs/03-clinical-conditions/03f-fistulas/in-males/urethroperineal.mdx
/docs/clinical-conditions/03f-fistulas/in-males/urethropubic,Urethropubic Fistula,docs/03-clinical-conditions/03f-fistulas/in-males/urethropubic.mdx
/docs/clinical-conditions/03g-genital-scrotal/buried-penis,Buried Penis,docs/03-clinical-conditions/03g-genital-scrotal/buried-penis.mdx
/docs/clinical-conditions/03g-genital-scrotal/clitoral-phimosis,Clitoral Phimosis and Clitoral Adhesions,docs/03-clinical-conditions/03g-genital-scrotal/clitoral-phimosis.mdx
/docs/clinical-conditions/03g-genital-scrotal/erectile-dysfunction,Erectile Dysfunction (Condition),docs/03-clinical-conditions/03g-genital-scrotal/erectile-dysfunction.mdx
/docs/clinical-conditions/03g-genital-scrotal/female-genital-mutilation-cutting,Female Genital Mutilation / Cutting (FGM/C),docs/03-clinical-conditions/03g-genital-scrotal/female-genital-mutilation-cutting.mdx
/docs/clinical-conditions/03g-genital-scrotal/genital-lymphedema,Genital Lymphedema,docs/03-clinical-conditions/03g-genital-scrotal/genital-lymphedema.mdx
/docs/clinical-conditions/03g-genital-scrotal/giant-penoscrotal-lymphedema,Giant Penoscrotal Lymphedema (Genital Elephantiasis),docs/03-clinical-conditions/03g-genital-scrotal/giant-penoscrotal-lymphedema.mdx
/docs/clinical-conditions/03g-genital-scrotal/hidradenitis-suppurativa,Hidradenitis Suppurativa — Genitourinary Disease,docs/03-clinical-conditions/03g-genital-scrotal/hidradenitis-suppurativa.mdx
/docs/clinical-conditions/03g-genital-scrotal/lichen-sclerosus,Lichen Sclerosus,docs/03-clinical-conditions/03g-genital-scrotal/lichen-sclerosus.mdx
/docs/clinical-conditions/03g-genital-scrotal/mullerian-anomalies,Müllerian Anomalies & Vaginal Agenesis,docs/03-clinical-conditions/03g-genital-scrotal/mullerian-anomalies.mdx
/docs/clinical-conditions/03g-genital-scrotal/peyronies-disease,Peyronie's Disease,docs/03-clinical-conditions/03g-genital-scrotal/peyronies-disease.mdx
/docs/clinical-conditions/03g-genital-scrotal/small-penis-syndrome,Small Penis Syndrome (SPS) &amp; Penile Dysmorphic Disorder (PDD),docs/03-clinical-conditions/03g-genital-scrotal/small-penis-syndrome.mdx
/docs/clinical-conditions/03g-genital-scrotal/testicular-reimplantation,"Testicular Reimplantation (Replantation, Autotransplantation, Experimental Tissue Transplantation)",docs/03-clinical-conditions/03g-genital-scrotal/testicular-reimplantation.mdx
/docs/clinical-conditions/03g-genital-scrotal/vaginal-cysts-masses,Vaginal Cysts and Masses,docs/03-clinical-conditions/03g-genital-scrotal/vaginal-cysts-masses.mdx
/docs/clinical-conditions/03h-pelvic-pain/chronic-pelvic-pain,Chronic Pelvic Pain,docs/03-clinical-conditions/03h-pelvic-pain/chronic-pelvic-pain.mdx
/docs/clinical-conditions/03h-pelvic-pain/ic-pbs,Interstitial Cystitis / Bladder Pain Syndrome,docs/03-clinical-conditions/03h-pelvic-pain/ic-pbs.mdx
/docs/clinical-conditions/03h-pelvic-pain/myofascial-pelvic-pain,Myofascial Pelvic Pain,docs/03-clinical-conditions/03h-pelvic-pain/myofascial-pelvic-pain.mdx
/docs/clinical-conditions/03h-pelvic-pain/pelvic-venous-disorders,Pelvic Venous Disorders (PeVD) and Pelvic Congestion Syndrome,docs/03-clinical-conditions/03h-pelvic-pain/pelvic-venous-disorders.mdx
/docs/clinical-conditions/03i-defecatory-disorders,Defecatory Disorders,docs/03-clinical-conditions/03i-defecatory-disorders/index.mdx
/docs/clinical-conditions/03i-defecatory-disorders/chronic-constipation,Chronic Constipation,docs/03-clinical-conditions/03i-defecatory-disorders/chronic-constipation.mdx
/docs/clinical-conditions/03i-defecatory-disorders/defecatory-dysfunction,Defecatory Dysfunction,docs/03-clinical-conditions/03i-defecatory-disorders/defecatory-dysfunction.mdx
/docs/clinical-conditions/03i-defecatory-disorders/fecal-incontinence,Fecal Incontinence,docs/03-clinical-conditions/03i-defecatory-disorders/fecal-incontinence.mdx
/docs/evaluation,Evaluation & Workup,docs/02-evaluation/index.mdx
/docs/evaluation/ancillary-tests/anorectal-testing,Anorectal Function & Defecography,docs/02-evaluation/ancillary-tests/anorectal-testing.mdx
/docs/evaluation/ancillary-tests/endoscopy,Endoscopy — Cystoscopy &amp; Ureteroscopy,docs/02-evaluation/ancillary-tests/endoscopy.mdx
/docs/evaluation/ancillary-tests/urodynamics,Urodynamics,docs/02-evaluation/ancillary-tests/urodynamics.mdx
/docs/evaluation/history-physical,History & Physical,docs/02-evaluation/history-physical/index.mdx
/docs/evaluation/history-physical/assessment-tools,Assessment Tools &amp; Questionnaires,docs/02-evaluation/history-physical/assessment-tools.mdx
/docs/evaluation/history-physical/female-pelvic-examination,Female Pelvic Examination & POP-Q Staging,docs/02-evaluation/history-physical/female-pelvic-examination.mdx
/docs/evaluation/history-physical/male-urogenital-exam,Male Urogenital Physical Examination,docs/02-evaluation/history-physical/male-urogenital-exam.mdx
/docs/evaluation/imaging,Imaging in Reconstructive Urology,docs/02-evaluation/imaging/index.mdx
/docs/evaluation/imaging/ct-urogram,CT Urogram & CT-Based Imaging in Reconstructive Urology,docs/02-evaluation/imaging/ct-urogram.mdx
/docs/evaluation/imaging/cystography,Cystography,docs/02-evaluation/imaging/cystography.mdx
/docs/evaluation/imaging/mag3-renal-scintigraphy,MAG3 Renal Scintigraphy & Upper Tract Nuclear Imaging,docs/02-evaluation/imaging/mag3-renal-scintigraphy.mdx
/docs/evaluation/imaging/mri,MRI in Reconstructive Urology,docs/02-evaluation/imaging/mri.mdx
/docs/evaluation/imaging/penile-doppler-ultrasound,Penile Doppler Ultrasound & Cavernosometry,docs/02-evaluation/imaging/penile-doppler-ultrasound.mdx
/docs/evaluation/imaging/radiation-safety,Radiation Safety in Reconstructive Urology,docs/02-evaluation/imaging/radiation-safety.mdx
/docs/evaluation/imaging/rug-vcug,Retrograde Urethrogram (RUG) & Voiding Cystourethrogram (VCUG),docs/02-evaluation/imaging/rug-vcug.mdx
/docs/evaluation/imaging/ultrasound,Ultrasound in Reconstructive Urology,docs/02-evaluation/imaging/ultrasound.mdx
/docs/evaluation/laboratory-studies,Laboratory Studies,docs/02-evaluation/laboratory-studies/index.mdx
/docs/evaluation/laboratory-studies/hormonal-assessment,Hormonal Assessment,docs/02-evaluation/laboratory-studies/hormonal-assessment.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment,Nutritional Assessment,docs/02-evaluation/laboratory-studies/nutritional-assessment/index.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/body-composition,Body Composition Assessment,docs/02-evaluation/laboratory-studies/nutritional-assessment/body-composition.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/c-reactive-protein,C-Reactive Protein (CRP),docs/02-evaluation/laboratory-studies/nutritional-assessment/c-reactive-protein.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/copper,Copper,docs/02-evaluation/laboratory-studies/nutritional-assessment/copper.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/folate,Folate,docs/02-evaluation/laboratory-studies/nutritional-assessment/folate.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/handgrip-strength,Handgrip Strength,docs/02-evaluation/laboratory-studies/nutritional-assessment/handgrip-strength.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/iron-ferritin,Iron & Ferritin,docs/02-evaluation/laboratory-studies/nutritional-assessment/iron-ferritin.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/prealbumin,Prealbumin (Transthyretin),docs/02-evaluation/laboratory-studies/nutritional-assessment/prealbumin.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/screening-tools,Nutritional Screening and Assessment Tools,docs/02-evaluation/laboratory-studies/nutritional-assessment/screening-tools.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/serum-albumin,Serum Albumin,docs/02-evaluation/laboratory-studies/nutritional-assessment/serum-albumin.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/thiamine,Thiamine (Vitamin B1),docs/02-evaluation/laboratory-studies/nutritional-assessment/thiamine.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/transferrin,Transferrin,docs/02-evaluation/laboratory-studies/nutritional-assessment/transferrin.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/vitamin-a,Vitamin A,docs/02-evaluation/laboratory-studies/nutritional-assessment/vitamin-a.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/vitamin-b12,Vitamin B12 (Cobalamin),docs/02-evaluation/laboratory-studies/nutritional-assessment/vitamin-b12.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/vitamin-d,Vitamin D,docs/02-evaluation/laboratory-studies/nutritional-assessment/vitamin-d.mdx
/docs/evaluation/laboratory-studies/nutritional-assessment/zinc,Zinc,docs/02-evaluation/laboratory-studies/nutritional-assessment/zinc.mdx
/docs/evaluation/laboratory-studies/preoperative-labs,Preoperative Labs,docs/02-evaluation/laboratory-studies/preoperative-labs.mdx
/docs/evaluation/laboratory-studies/renal-function-metabolic-surveillance,Renal Function & Metabolic Surveillance After Bowel-Based Reconstruction,docs/02-evaluation/laboratory-studies/renal-function-metabolic-surveillance.mdx
/docs/evaluation/laboratory-studies/urine-studies,Urine Studies,docs/02-evaluation/laboratory-studies/urine-studies.mdx
/docs/foundations,Foundations,docs/01-foundations/index.mdx
/docs/foundations/anatomy-physiology,Anatomy & Physiology,docs/01-foundations/anatomy-physiology/index.mdx
/docs/foundations/anatomy-physiology/genitalia/adnexa,The Adnexa,docs/01-foundations/anatomy-physiology/genitalia/adnexa.mdx
/docs/foundations/anatomy-physiology/genitalia/cervix,The Cervix,docs/01-foundations/anatomy-physiology/genitalia/cervix.mdx
/docs/foundations/anatomy-physiology/genitalia/female-external-genitalia,The Vulva,docs/01-foundations/anatomy-physiology/genitalia/female-external-genitalia.mdx
/docs/foundations/anatomy-physiology/genitalia/penis-anatomy-physiology,The Penis,docs/01-foundations/anatomy-physiology/genitalia/penis-anatomy-physiology.mdx
/docs/foundations/anatomy-physiology/genitalia/prostate-seminal-vesicle,The Prostate & Seminal Vesicles,docs/01-foundations/anatomy-physiology/genitalia/prostate-seminal-vesicle.mdx
/docs/foundations/anatomy-physiology/genitalia/testicles-scrotum,The Testicles & Scrotum,docs/01-foundations/anatomy-physiology/genitalia/testicles-scrotum.mdx
/docs/foundations/anatomy-physiology/genitalia/uterus,The Uterus,docs/01-foundations/anatomy-physiology/genitalia/uterus.mdx
/docs/foundations/anatomy-physiology/genitalia/vaginal-anatomy,The Vagina,docs/01-foundations/anatomy-physiology/genitalia/vaginal-anatomy.mdx
/docs/foundations/anatomy-physiology/lower-extremity/leg-thigh,The Leg & Thigh,docs/01-foundations/anatomy-physiology/donor-sites/leg-thigh.mdx
/docs/foundations/anatomy-physiology/oral-cavity,The Oral Cavity,docs/01-foundations/anatomy-physiology/donor-sites/oral-cavity.mdx
/docs/foundations/anatomy-physiology/pelvis-support/abdominal-wall,The Abdominal Wall,docs/01-foundations/anatomy-physiology/donor-sites/abdominal-wall.mdx
/docs/foundations/anatomy-physiology/pelvis-support/anal-anatomy,The Anal Canal,docs/01-foundations/anatomy-physiology/pelvis-support/anal-anatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/bony-pelvic-anatomy,Bony Pelvic Anatomy,docs/01-foundations/anatomy-physiology/pelvis-support/bony-pelvic-anatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/bowel-anatomy,Bowel Anatomy,docs/01-foundations/anatomy-physiology/donor-sites/bowel-anatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/gu-embryology,GU Embryology,docs/01-foundations/anatomy-physiology/urinary-tract/gu-embryology.mdx
/docs/foundations/anatomy-physiology/pelvis-support/pelvic-neuroanatomy,Pelvic Neuroanatomy,docs/01-foundations/anatomy-physiology/pelvis-support/pelvic-neuroanatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/pelvic-vascular-anatomy,Pelvic Vascular Anatomy,docs/01-foundations/anatomy-physiology/pelvis-support/pelvic-vascular-anatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/perineum,The Perineum,docs/01-foundations/anatomy-physiology/pelvis-support/perineum.mdx
/docs/foundations/anatomy-physiology/pelvis-support/presacral-anatomy,The Presacral Space,docs/01-foundations/anatomy-physiology/pelvis-support/presacral-anatomy.mdx
/docs/foundations/anatomy-physiology/pelvis-support/retropubic-anatomy,The Retropubic Space,docs/01-foundations/anatomy-physiology/pelvis-support/retropubic-anatomy.mdx
/docs/foundations/anatomy-physiology/skin,Skin Anatomy for the Reconstructive Surgeon,docs/01-foundations/anatomy-physiology/donor-sites/skin.mdx
/docs/foundations/anatomy-physiology/urinary-tract/bladder-anatomy-physiology,The Bladder,docs/01-foundations/anatomy-physiology/urinary-tract/bladder-anatomy-physiology.mdx
/docs/foundations/anatomy-physiology/urinary-tract/female-urethra,Female Urethra,docs/01-foundations/anatomy-physiology/urinary-tract/female-urethra.mdx
/docs/foundations/anatomy-physiology/urinary-tract/male-urethra,Male Urethra,docs/01-foundations/anatomy-physiology/urinary-tract/male-urethra.mdx
/docs/foundations/anatomy-physiology/urinary-tract/renal-anatomy-physiology,The Kidneys,docs/01-foundations/anatomy-physiology/urinary-tract/renal-anatomy-physiology.mdx
/docs/foundations/anatomy-physiology/urinary-tract/ureter-anatomy-physiology,The Ureters,docs/01-foundations/anatomy-physiology/urinary-tract/ureter-anatomy-physiology.mdx
/docs/foundations/perioperative-care,Perioperative Care,docs/01-foundations/perioperative-care/index.mdx
/docs/foundations/perioperative-care/intraoperative-care/analgesia,Perioperative Analgesia,docs/01-foundations/perioperative-care/intraoperative-care/analgesia.mdx
/docs/foundations/perioperative-care/intraoperative-care/anesthesia,Anesthesia — An Overview for the Reconstructive Urologist,docs/01-foundations/perioperative-care/intraoperative-care/anesthesia.mdx
/docs/foundations/perioperative-care/intraoperative-care/draping-skin-antisepsis,Surgical Draping & Skin Antisepsis,docs/01-foundations/perioperative-care/intraoperative-care/draping-skin-antisepsis.mdx
/docs/foundations/perioperative-care/intraoperative-care/nausea-vomiting,Postoperative Nausea & Vomiting (PONV),docs/01-foundations/perioperative-care/intraoperative-care/nausea-vomiting.mdx
/docs/foundations/perioperative-care/intraoperative-care/nerve-blocks,Nerve Blocks,docs/01-foundations/perioperative-care/intraoperative-care/nerve-blocks.mdx
/docs/foundations/perioperative-care/intraoperative-care/positioning-nerve-injury,Positioning & Nerve Injury,docs/01-foundations/perioperative-care/intraoperative-care/positioning-nerve-injury.mdx
/docs/foundations/perioperative-care/intraoperative-care/surgical-gloving,Surgical Gloving,docs/01-foundations/perioperative-care/intraoperative-care/surgical-gloving.mdx
/docs/foundations/perioperative-care/intraoperative-care/surgical-hand-antisepsis,Surgical Scrub & Hand Antisepsis,docs/01-foundations/perioperative-care/intraoperative-care/surgical-hand-antisepsis.mdx
/docs/foundations/perioperative-care/perioperative-protocols/antithrombotic-therapy,Antithrombotic Therapy,docs/01-foundations/perioperative-care/perioperative-protocols/antithrombotic-therapy.mdx
/docs/foundations/perioperative-care/perioperative-protocols/eras,Enhanced Recovery After Surgery (ERAS),docs/01-foundations/perioperative-care/perioperative-protocols/eras.mdx
/docs/foundations/perioperative-care/postoperative-management/constipation,Postoperative Constipation and Ileus,docs/01-foundations/perioperative-care/postoperative-management/constipation.mdx
/docs/foundations/perioperative-care/postoperative-management/electrolyte-abnormalities,Electrolyte Abnormalities,docs/01-foundations/perioperative-care/postoperative-management/electrolyte-abnormalities.mdx
/docs/foundations/perioperative-care/postoperative-management/nutrition,Perioperative Nutrition,docs/01-foundations/perioperative-care/postoperative-management/nutrition.mdx
/docs/foundations/perioperative-care/postoperative-management/pulmonary-embolism,Pulmonary Embolism,docs/01-foundations/perioperative-care/postoperative-management/pulmonary-embolism.mdx
/docs/foundations/perioperative-care/preoperative-assessment/cardiovascular-risk,Cardiovascular Risk,docs/01-foundations/perioperative-care/preoperative-assessment/cardiovascular-risk.mdx
/docs/foundations/perioperative-care/preoperative-assessment/diabetes,Diabetes — Perioperative Management,docs/01-foundations/perioperative-care/preoperative-assessment/diabetes.mdx
/docs/foundations/perioperative-care/preoperative-assessment/frailty,Frailty,docs/01-foundations/perioperative-care/preoperative-assessment/frailty.mdx
/docs/foundations/perioperative-care/preoperative-assessment/immunosuppression,Immunosuppression — Perioperative Management,docs/01-foundations/perioperative-care/preoperative-assessment/immunosuppression.mdx
/docs/foundations/perioperative-care/preoperative-assessment/risk-calculators,Risk Calculators,docs/01-foundations/perioperative-care/preoperative-assessment/risk-calculators.mdx
/docs/foundations/perioperative-care/preoperative-assessment/steroids,Steroids — Perioperative Management,docs/01-foundations/perioperative-care/preoperative-assessment/steroids.mdx
/docs/foundations/pharmacology,Pharmacology,docs/01-foundations/pharmacology/index.mdx
/docs/foundations/pharmacology/bladder-pain-ic-bps,Bladder Pain &amp; IC/BPS Pharmacotherapy,docs/01-foundations/pharmacology/bladder-pain-ic-bps/index.mdx
/docs/foundations/pharmacology/bladder-pain-ic-bps/intravesical-agents,Intravesical Agents for IC/BPS,docs/01-foundations/pharmacology/bladder-pain-ic-bps/intravesical-agents.mdx
/docs/foundations/pharmacology/bladder-pain-ic-bps/oral-ic-bps-agents,Oral IC/BPS Agents,docs/01-foundations/pharmacology/bladder-pain-ic-bps/oral-ic-bps-agents.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral,Dermatologic &amp; Topical Urethral Pharmacotherapy,docs/01-foundations/pharmacology/dermatologic-topical-urethral/index.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/antimitotics-antifibrotics,Antimitotics and Antifibrotics,docs/01-foundations/pharmacology/dermatologic-topical-urethral/antimitotics-antifibrotics.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/drug-coated-balloon-therapy,Drug-Coated Balloon Therapy — Optilume,docs/01-foundations/pharmacology/dermatologic-topical-urethral/drug-coated-balloon-therapy.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/high-potency-topical-corticosteroids,High-Potency Topical Corticosteroids,docs/01-foundations/pharmacology/dermatologic-topical-urethral/high-potency-topical-corticosteroids.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/hpv-topical-agents,HPV / Condyloma Topical Agents,docs/01-foundations/pharmacology/dermatologic-topical-urethral/hpv-topical-agents.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/intralesional-corticosteroids,Intralesional Corticosteroids,docs/01-foundations/pharmacology/dermatologic-topical-urethral/intralesional-corticosteroids.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/platelet-rich-plasma,Platelet-Rich Plasma (PRP),docs/01-foundations/pharmacology/dermatologic-topical-urethral/platelet-rich-plasma.mdx
/docs/foundations/pharmacology/dermatologic-topical-urethral/topical-calcineurin-inhibitors,Topical Calcineurin Inhibitors,docs/01-foundations/pharmacology/dermatologic-topical-urethral/topical-calcineurin-inhibitors.mdx
/docs/foundations/pharmacology/hormonal-therapies,Hormonal Therapies,docs/01-foundations/pharmacology/hormonal-therapies/index.mdx
/docs/foundations/pharmacology/hormonal-therapies/gender-affirming-hormone-therapy,Gender-Affirming Hormone Therapy (GAHT),docs/01-foundations/pharmacology/hormonal-therapies/gender-affirming-hormone-therapy.mdx
/docs/foundations/pharmacology/hormonal-therapies/ospemifene,Ospemifene,docs/01-foundations/pharmacology/hormonal-therapies/ospemifene.mdx
